"Subject" "Activity" "LinearAccelX" "LinearAccelY" "LinearAccelZ" "AngularVelocX" "AngularVelocY" "AngularVelocZ"
"Subject 21" "STANDING" "2.8850798e-001" "-9.1961374e-003" "-1.0336219e-001" "-9.8898572e-001" "-9.6279694e-001" "-9.6742207e-001"
"Subject 21" "STANDING" "2.8081299e-001" "-1.5689538e-002" "-1.0457931e-001" "-9.9538593e-001" "-9.8197164e-001" "-9.7779596e-001"
"Subject 21" "STANDING" "2.8298327e-001" "-1.3917096e-002" "-1.0331999e-001" "-9.9615658e-001" "-9.8871868e-001" "-9.9038654e-001"
"Subject 21" "STANDING" "2.6632721e-001" "-2.4987021e-002" "-1.2692275e-001" "-9.8951334e-001" "-9.6614465e-001" "-9.6567640e-001"
"Subject 21" "STANDING" "2.4534993e-001" "-2.5551293e-002" "-2.3397080e-001" "-8.4716936e-001" "-8.0518094e-001" "-7.1755421e-001"
"Subject 21" "STANDING" "2.5347340e-001" "-3.0250231e-002" "-1.4790204e-001" "-9.7776232e-001" "-9.4381187e-001" "-9.3798985e-001"
"Subject 21" "STANDING" "2.9310909e-001" "-9.6737866e-003" "-9.1152247e-002" "-9.8701487e-001" "-9.4711596e-001" "-9.6157708e-001"
"Subject 21" "STANDING" "2.8229380e-001" "-1.2231352e-002" "-9.9560673e-002" "-9.9683471e-001" "-9.8795451e-001" "-9.9335185e-001"
"Subject 21" "STANDING" "2.7592890e-001" "-1.8407527e-002" "-1.1387317e-001" "-9.9446580e-001" "-9.8128024e-001" "-9.8297104e-001"
"Subject 21" "STANDING" "2.7892199e-001" "-1.7360982e-002" "-1.0620677e-001" "-9.9746102e-001" "-9.9219735e-001" "-9.9032863e-001"
"Subject 21" "STANDING" "2.7564946e-001" "-1.9238484e-002" "-1.1211602e-001" "-9.9638789e-001" "-9.9327662e-001" "-9.8832520e-001"
"Subject 21" "STANDING" "2.7239036e-001" "-1.9311935e-002" "-1.1593947e-001" "-9.9573876e-001" "-9.9091201e-001" "-9.8550349e-001"
"Subject 21" "STANDING" "2.9607793e-001" "-8.0969086e-003" "-7.1248780e-002" "-9.7485585e-001" "-9.2060924e-001" "-9.4487685e-001"
"Subject 21" "STANDING" "2.7011712e-001" "-2.2319820e-002" "-9.1740359e-002" "-9.4751653e-001" "-8.8068973e-001" "-8.9225502e-001"
"Subject 21" "STANDING" "2.7852595e-001" "-1.6238210e-002" "-1.1268813e-001" "-9.9140644e-001" "-9.8529753e-001" "-9.8399283e-001"
"Subject 21" "STANDING" "2.6520945e-001" "-2.2585601e-002" "-1.3372623e-001" "-9.8750615e-001" "-9.5220864e-001" "-9.4057992e-001"
"Subject 21" "STANDING" "2.7867168e-001" "-1.5929951e-002" "-1.0511438e-001" "-9.9742552e-001" "-9.9244577e-001" "-9.9436719e-001"
"Subject 21" "STANDING" "2.8227871e-001" "-9.9141835e-003" "-1.0745667e-001" "-9.3303403e-001" "-7.8778233e-001" "-8.3569531e-001"
"Subject 21" "STANDING" "2.7409226e-001" "-1.9964921e-002" "-1.0781911e-001" "-9.9300104e-001" "-9.8427943e-001" "-9.7163655e-001"
"Subject 21" "STANDING" "2.6857610e-001" "-2.0570437e-002" "-1.1915063e-001" "-9.9258135e-001" "-9.8576402e-001" "-9.8247191e-001"
"Subject 21" "STANDING" "2.8078889e-001" "-1.1037990e-002" "-1.1563613e-001" "-9.7903932e-001" "-9.5226595e-001" "-9.6371129e-001"
"Subject 21" "STANDING" "2.3826529e-001" "-5.0625551e-002" "-2.1602065e-001" "-9.2143661e-001" "-7.7419616e-001" "-8.0733171e-001"
"Subject 21" "STANDING" "2.9332251e-001" "-8.3139107e-003" "-8.6588412e-002" "-9.8573087e-001" "-9.4352215e-001" "-9.3404625e-001"
"Subject 21" "STANDING" "2.7783733e-001" "-1.5504232e-002" "-1.0947901e-001" "-9.9589361e-001" "-9.8859216e-001" "-9.9361624e-001"
"Subject 21" "STANDING" "2.6113244e-001" "-2.1972163e-002" "-1.4610289e-001" "-9.5904752e-001" "-9.0511226e-001" "-9.2796021e-001"
"Subject 21" "STANDING" "2.9872992e-001" "" "6.0582569e-003" "-1.4138971e-001" "-9.6390762e-001" "-8.6283832e-001"
"Subject 21" "STANDING" "2.8760577e-001" "-4.4451142e-003" "-1.0288863e-001" "-9.8852285e-001" "-9.6838732e-001" "-9.7132733e-001"
"Subject 21" "STANDING" "2.8190428e-001" "-1.4107239e-002" "-1.0835256e-001" "-9.9493575e-001" "-9.8491517e-001" "-9.8629748e-001"
"Subject 21" "STANDING" "2.8276638e-001" "-1.2537019e-002" "-9.9206914e-002" "-9.9338235e-001" "-9.8013101e-001" "-9.8463125e-001"
"Subject 21" "STANDING" "2.7640844e-001" "-1.4927391e-002" "-1.1322396e-001" "-9.5976388e-001" "-9.0774570e-001" "-9.0229808e-001"
"Subject 21" "STANDING" "2.7207534e-001" "-2.0399616e-002" "-1.2296128e-001" "-9.9236029e-001" "-9.6197868e-001" "-9.7108262e-001"
"Subject 21" "STANDING" "2.7426024e-001" "" "7.5014704e-003" "-1.6250148e-001" "-9.8128115e-001" "-9.1049133e-001"
"Subject 21" "STANDING" "2.8923586e-001" "-7.1437972e-003" "-9.1341741e-002" "-9.9186844e-001" "-9.7276179e-001" "-9.8579056e-001"
"Subject 21" "STANDING" "2.7636116e-001" "-1.8344869e-002" "-1.0685118e-001" "-9.9318743e-001" "-9.7937719e-001" "-9.9115069e-001"
"Subject 21" "STANDING" "2.7745004e-001" "-1.8281827e-002" "-1.0997438e-001" "-9.9723404e-001" "-9.9164979e-001" "-9.9158181e-001"
"Subject 21" "STANDING" "2.7252046e-001" "-1.9265392e-002" "-1.1313639e-001" "-9.9325169e-001" "-9.7274887e-001" "-9.8617486e-001"
"Subject 21" "STANDING" "2.9826150e-001" "-2.0725566e-002" "-4.5001587e-002" "-9.6950401e-001" "-9.0861515e-001" "-9.0108730e-001"
"Subject 21" "STANDING" "2.6006667e-001" "-1.9152327e-002" "-1.4898736e-001" "-9.7679098e-001" "-9.0732925e-001" "-9.2950190e-001"
"Subject 21" "STANDING" "2.7687772e-001" "-1.5260969e-002" "-1.0669860e-001" "-9.9476673e-001" "-9.8368159e-001" "-9.8235887e-001"
"Subject 21" "STANDING" "2.7536870e-001" "-1.6494987e-002" "-1.1928775e-001" "-9.8840991e-001" "-9.4603536e-001" "-9.6070335e-001"
"Subject 21" "STANDING" "2.7160905e-001" "-1.9660790e-002" "-1.1895978e-001" "-9.9186776e-001" "-9.5480254e-001" "-9.6721757e-001"
"Subject 21" "STANDING" "2.7912679e-001" "-1.4892873e-002" "-1.0590287e-001" "-9.9134367e-001" "-9.7456765e-001" "-9.7523402e-001"
"Subject 21" "STANDING" "2.7830269e-001" "-1.3225200e-002" "-1.0928365e-001" "-9.9127436e-001" "-9.6049977e-001" "-9.8983932e-001"
"Subject 21" "STANDING" "2.4198018e-001" "-3.7434476e-002" "-1.5498647e-001" "-9.8776269e-001" "-9.6021439e-001" "-9.7108273e-001"
"Subject 21" "STANDING" "2.9142629e-001" "-1.1586673e-002" "-8.9041350e-002" "-9.7782234e-001" "-9.2809711e-001" "-9.3026042e-001"
"Subject 21" "STANDING" "2.8311761e-001" "-1.3771581e-002" "-9.6020975e-002" "-9.9127067e-001" "-9.6632474e-001" "-9.6868097e-001"
"Subject 21" "STANDING" "2.7141693e-001" "-1.6847912e-002" "-1.2365542e-001" "-9.9369273e-001" "-9.7635811e-001" "-9.8631300e-001"
"Subject 21" "STANDING" "3.9416012e-001" "" "5.5307559e-002" "-4.0933778e-002" "-9.0138351e-001" "-6.5033006e-001"
"Subject 21" "STANDING" "2.7027422e-001" "-2.0274249e-002" "-1.1958776e-001" "-9.7364512e-001" "-9.1832838e-001" "-9.2174147e-001"
"Subject 21" "STANDING" "2.8324838e-001" "-1.3978407e-002" "-1.0438057e-001" "-9.9607056e-001" "-9.8417107e-001" "-9.7870949e-001"
"Subject 21" "STANDING" "2.7718603e-001" "-2.1057287e-002" "-8.8044889e-002" "-9.5240180e-001" "-7.7523724e-001" "-8.6040189e-001"
"Subject 21" "STANDING" "2.7637784e-001" "-1.6318879e-002" "-1.0968295e-001" "-9.9720835e-001" "-9.9102739e-001" "-9.8683086e-001"
"Subject 21" "STANDING" "2.9063140e-001" "" "1.0814775e-003" "-1.2151812e-001" "-9.4328027e-001" "-7.7270186e-001"
"Subject 21" "STANDING" "2.6104953e-001" "-2.9299325e-002" "-1.2922616e-001" "-9.7997690e-001" "-9.3017522e-001" "-9.4509134e-001"
"Subject 21" "STANDING" "2.7227512e-001" "-1.9157510e-002" "-1.1294124e-001" "-9.9581991e-001" "-9.9172837e-001" "-9.8983353e-001"
"Subject 21" "STANDING" "2.7029043e-001" "-2.9851031e-002" "-9.3730876e-002" "-9.7606711e-001" "-9.1612663e-001" "-9.3890828e-001"
"Subject 21" "STANDING" "2.9495385e-001" "-7.9178123e-003" "-8.3112196e-002" "-9.7228825e-001" "-9.0691067e-001" "-8.8860445e-001"
"Subject 21" "STANDING" "2.9682424e-001" "-3.6688376e-003" "-7.8879726e-002" "-9.8499805e-001" "-9.5608691e-001" "-9.5906885e-001"
"Subject 21" "STANDING" "2.8037836e-001" "-9.4288150e-003" "-7.8622925e-002" "-9.5428853e-001" "-8.1776139e-001" "-8.7592012e-001"
"Subject 21" "STANDING" "2.7534175e-001" "-1.6083722e-002" "-1.0617457e-001" "-9.9409847e-001" "-9.6924717e-001" "-9.6252938e-001"
"Subject 21" "STANDING" "2.8084886e-001" "-1.7758885e-002" "-9.4480725e-002" "-9.7314384e-001" "-8.9849448e-001" "-9.4059517e-001"
"Subject 21" "STANDING" "2.6597905e-001" "-2.3510237e-002" "-1.1903619e-001" "-9.9544050e-001" "-9.8493607e-001" "-9.9191138e-001"
"Subject 21" "STANDING" "2.7611701e-001" "-1.7054904e-002" "-1.0744732e-001" "-9.9604542e-001" "-9.9170418e-001" "-9.9101825e-001"
"Subject 21" "STANDING" "2.7547412e-001" "-1.8872029e-002" "-1.0891511e-001" "-9.9593396e-001" "-9.8413409e-001" "-9.8817337e-001"
"Subject 21" "STANDING" "2.6981070e-001" "-2.0516751e-002" "-1.2572371e-001" "-9.8949197e-001" "-9.5849428e-001" "-9.7617728e-001"
"Subject 21" "STANDING" "2.6857780e-001" "-2.1115638e-002" "-1.2457216e-001" "-9.9032577e-001" "-9.7421528e-001" "-9.5761986e-001"
"Subject 21" "STANDING" "2.8125198e-001" "-1.4208771e-002" "-9.7050514e-002" "-9.9023030e-001" "-9.6814686e-001" "-9.6706168e-001"
"Subject 21" "STANDING" "2.7602136e-001" "-1.6857152e-002" "-1.1305531e-001" "-9.9041268e-001" "-9.6738190e-001" "-9.8221135e-001"
"Subject 21" "STANDING" "2.6706352e-001" "-2.4212650e-002" "-1.2388188e-001" "-9.9197857e-001" "-9.7717538e-001" "-9.8497713e-001"
"Subject 21" "STANDING" "2.8547299e-001" "-2.4407872e-002" "-8.6753491e-002" "-9.7888049e-001" "-8.6641655e-001" "-9.1060438e-001"
"Subject 21" "STANDING" "2.7879028e-001" "-1.8584762e-002" "-1.0690773e-001" "-9.9737954e-001" "-9.8389289e-001" "-9.8448224e-001"
"Subject 21" "STANDING" "2.7421274e-001" "-1.6201871e-002" "-1.1982521e-001" "-9.9527986e-001" "-9.8082677e-001" "-9.8583495e-001"
"Subject 21" "STANDING" "2.7727834e-001" "-1.5176874e-002" "-1.1830123e-001" "-9.9257251e-001" "-9.6795138e-001" "-9.9138490e-001"
"Subject 21" "STANDING" "2.7990749e-001" "-1.6965879e-002" "-1.0970470e-001" "-9.9662773e-001" "-9.9422657e-001" "-9.9093866e-001"
"Subject 21" "STANDING" "2.8223314e-001" "-1.1976000e-002" "-1.1080531e-001" "-9.8900478e-001" "-9.6207135e-001" "-9.7802784e-001"
"Subject 21" "STANDING" "3.1939599e-001" "-9.4608597e-003" "-1.3456051e-001" "-9.6705593e-001" "-9.2718213e-001" "-7.5643140e-001"
"Subject 21" "STANDING" "2.7762417e-001" "-2.0286640e-002" "-1.0173545e-001" "-9.9466726e-001" "-9.7753779e-001" "-9.8501138e-001"
"Subject 21" "STANDING" "2.7465811e-001" "-1.7775628e-002" "-1.1129778e-001" "-9.9697642e-001" "-9.9010445e-001" "-9.8869907e-001"
"Subject 21" "STANDING" "2.8672252e-001" "-1.4040086e-002" "-8.7750022e-002" "-9.8346209e-001" "-9.4111980e-001" "-9.2423269e-001"
"Subject 21" "STANDING" "1.1123126e-001" "-1.1600690e-001" "" "1.3915393e-002" "-8.8927506e-001" "-8.2411310e-001"
"Subject 21" "STANDING" "2.8648200e-001" "-4.1988449e-003" "-1.1614563e-001" "-9.7844679e-001" "-9.5164716e-001" "-9.6197002e-001"
"Subject 21" "STANDING" "2.7898089e-001" "-1.3509660e-002" "-1.0805640e-001" "-9.9395571e-001" "-9.8967480e-001" "-9.8423430e-001"
"Subject 21" "STANDING" "2.8058874e-001" "-1.7324951e-002" "-1.0664966e-001" "-9.8327267e-001" "-9.4299904e-001" "-9.4194546e-001"
"Subject 21" "WALKING" "3.0555502e-001" "-8.5605967e-003" "-1.4240514e-001" "-2.3686134e-001" "" "1.4270528e-001"
"Subject 21" "WALKING" "3.0026293e-001" "-3.7449555e-002" "-8.8810621e-002" "-3.9626627e-001" "-4.6434475e-002" "-2.1035388e-001"
"Subject 21" "WALKING" "2.6409218e-001" "-2.3504491e-002" "-1.0767642e-001" "-2.3428200e-001" "" "1.9637020e-001"
"Subject 21" "WALKING" "2.7410011e-001" "" "4.0772839e-004" "-1.1757784e-001" "-3.5340172e-001" ""
"Subject 21" "WALKING" "4.3325583e-001" "-1.2126801e-002" "-1.0258766e-001" "-2.2720910e-001" "-7.6213575e-003" "-1.2059792e-001"
"Subject 21" "WALKING" "2.8210206e-001" "-3.2247891e-002" "-9.9328146e-002" "-3.6580048e-001" "" "1.3239080e-001"
"Subject 21" "WALKING" "2.9519760e-001" "" "1.3125655e-002" "-1.0768042e-001" "-3.7805697e-001" "-7.6045282e-002"
"Subject 21" "WALKING" "2.9437368e-001" "-2.3657563e-002" "-1.2116017e-001" "-3.2908358e-001" "-2.5534022e-002" "-3.0370128e-001"
"Subject 21" "WALKING" "2.6618739e-001" "" "3.2359424e-004" "-1.1659637e-001" "-3.2343894e-001" "-2.3764799e-002"
"Subject 21" "WALKING" "3.1956618e-001" "-1.3501061e-002" "-1.2097741e-001" "-2.3656140e-001" "" "1.5460415e-001"
"Subject 21" "WALKING" "2.4243933e-001" "-2.4561779e-002" "-7.7804215e-002" "-2.2994476e-001" "" "8.9844021e-002"
"Subject 21" "WALKING" "3.6747999e-001" "" "6.8332994e-003" "-1.2135047e-001" "-3.5255804e-001" ""
"Subject 21" "WALKING" "2.7130194e-001" "-2.2556980e-002" "-9.3798827e-002" "-3.1267768e-001" "-4.3511518e-002" "-1.4964318e-001"
"Subject 21" "WALKING" "2.8351625e-001" "-2.7508073e-002" "-9.9577786e-002" "-2.8948842e-001" "" "4.9523167e-003"
"Subject 21" "WALKING" "2.6234225e-001" "-1.6215306e-002" "-1.1446522e-001" "-4.1520369e-001" "" "1.4611843e-001"
"Subject 21" "WALKING" "2.6209414e-001" "-2.7932071e-002" "-8.6888880e-002" "-1.9291235e-001" "" "5.4533506e-002"
"Subject 21" "WALKING" "2.1068861e-001" "-4.2465633e-002" "-9.7732303e-002" "-3.2381134e-001" "-3.4196335e-002" "-2.3528891e-001"
"Subject 21" "WALKING" "3.0421119e-001" "" "1.3697569e-002" "-1.2759950e-001" "-3.4618436e-001" ""
"Subject 21" "WALKING" "2.8467168e-001" "-4.8804083e-003" "-1.3747064e-001" "-2.0643438e-001" "" "1.1048542e-001"
"Subject 21" "WALKING" "2.6335582e-001" "-4.2669590e-002" "-8.9628897e-002" "-3.1997535e-001" "-9.2979861e-003" "-2.0652583e-001"
"Subject 21" "WALKING" "2.9807720e-001" "" "2.2145345e-002" "-9.2030655e-002" "-4.0439712e-001" "-1.4985604e-001"
"Subject 21" "WALKING" "2.4912313e-001" "-2.1757100e-002" "-7.1801216e-002" "-1.9246167e-001" "" "4.8977768e-002"
"Subject 21" "WALKING" "2.9083091e-001" "-2.7197265e-002" "-9.3127918e-002" "-1.3409263e-001" "-2.0882460e-002" "-1.0592697e-001"
"Subject 21" "WALKING" "2.3244693e-001" "" "2.8060197e-002" "-9.7169114e-002" "-3.6458896e-001" "-1.4078940e-002"
"Subject 21" "WALKING" "2.7535887e-001" "-3.4416257e-002" "-1.0904315e-001" "-2.5340458e-001" "" "1.0683663e-001"
"Subject 21" "WALKING" "3.4342125e-001" "-1.7452795e-002" "-1.0820979e-001" "-4.5023247e-001" "-7.0508134e-002" "-2.4192603e-001"
"Subject 21" "WALKING" "2.9942652e-001" "-1.1364604e-002" "-1.0095908e-001" "-3.7912965e-001" "" "7.7754592e-002"
"Subject 21" "WALKING" "2.2834396e-001" "-1.2850082e-002" "-6.4602472e-002" "-3.7881824e-001" "" "1.0176590e-001"
"Subject 21" "WALKING" "2.6496066e-001" "-3.4719215e-002" "-8.8140263e-002" "-3.6815837e-001" "-7.4514248e-002" "-2.2960570e-001"
"Subject 21" "WALKING" "2.8525257e-001" "-2.8416650e-003" "-1.0718716e-001" "-1.7473085e-001" "" "8.6106576e-002"
"Subject 21" "WALKING" "2.9701681e-001" "-8.6873361e-002" "-8.3972789e-002" "-3.4483074e-001" "-1.3050370e-002" "-2.5412345e-001"
"Subject 21" "WALKING" "2.5620910e-001" "-2.0442023e-002" "-1.2150776e-001" "-3.4828691e-001" "" "1.3746421e-001"
"Subject 21" "WALKING" "2.6934417e-001" "-3.2164264e-002" "-1.2030366e-001" "-3.6414972e-001" "" "2.1633207e-002"
"Subject 21" "WALKING" "2.7447484e-001" "-2.3250850e-002" "-9.7453378e-002" "-7.2826634e-002" "" "7.1011260e-002"
"Subject 21" "WALKING" "3.1077169e-001" "-3.2763993e-003" "-1.2334124e-001" "-2.0630182e-001" "" "1.7648082e-001"
"Subject 21" "WALKING" "3.0383351e-001" "-9.2599507e-004" "-1.0363586e-001" "-1.9706063e-001" "" "9.9577127e-002"
"Subject 21" "WALKING" "2.4319140e-001" "-3.9221830e-002" "-1.0048200e-001" "-2.0686850e-001" "" "1.2510649e-001"
"Subject 21" "WALKING" "2.7822205e-001" "-3.6269581e-002" "-1.0025660e-001" "-3.0563916e-001" "" "2.9539712e-002"
"Subject 21" "WALKING" "3.3664820e-001" "" "2.5299304e-002" "-8.4167966e-002" "-1.0024624e-001" ""
"Subject 21" "WALKING" "2.8368382e-001" "-2.2701055e-002" "-1.0889074e-001" "-3.2219600e-001" "" "2.0217907e-001"
"Subject 21" "WALKING" "2.6015523e-001" "-4.0401299e-002" "-1.5027720e-001" "-3.5949239e-001" "" "1.2516817e-002"
"Subject 21" "WALKING" "3.0770030e-001" "" "1.1906518e-003" "-1.2077111e-001" "-4.4027015e-001" "-1.1565921e-004"
"Subject 21" "WALKING" "2.4544629e-001" "-5.1812182e-002" "-8.0695611e-002" "-3.4717079e-001" "" "1.0174020e-001"
"Subject 21" "WALKING" "3.3090986e-001" "" "7.0460005e-003" "-1.0722246e-001" "-4.4319308e-001" ""
"Subject 21" "WALKING" "2.8281222e-001" "-3.7517758e-002" "-1.4474771e-001" "-3.9706639e-001" "" "2.7903845e-002"
"Subject 21" "WALKING" "2.8088504e-001" "-1.1091424e-002" "-1.0824649e-001" "-2.2095672e-001" "" "1.5308239e-001"
"Subject 21" "WALKING" "2.7435928e-001" "-1.8393730e-002" "-9.5059822e-002" "-2.6528965e-001" "" "3.4774830e-002"
"Subject 21" "WALKING" "2.6046490e-001" "-1.7429740e-002" "-1.2187453e-001" "-2.1742377e-001" "" "1.0527166e-001"
"Subject 21" "WALKING" "2.7178238e-001" "-1.3604668e-002" "-9.4927166e-002" "-1.9141988e-001" "" "7.3331435e-002"
"Subject 21" "WALKING" "1.8380282e-001" "-4.5790357e-002" "-7.3442008e-002" "-4.6347669e-001" "-8.8245818e-002" "-2.9948755e-001"
"Subject 21" "WALKING" "1.6257425e-001" "-3.6859923e-002" "-9.3058924e-002" "-1.8372843e-001" "" "6.2929225e-002"
"Subject 21" "WALKING" "2.4921905e-001" "-2.0397741e-003" "-8.6882508e-002" "-3.1831086e-001" "" "1.3105978e-001"
"Subject 21" "WALKING_DOWNSTAIRS" "2.1616981e-001" "-8.3411028e-003" "-1.3907158e-001" "" "2.5268001e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "1.1780708e-001" "" "1.3122591e-002" "-1.1350752e-001" "" "1.8639687e-001"
"Subject 21" "WALKING_DOWNSTAIRS" "2.5796959e-001" "-1.7510466e-002" "-7.1072164e-002" "" "3.5749831e-002" ""
"Subject 21" "WALKING_DOWNSTAIRS" "7.6304242e-002" "" "6.2245014e-003" "-7.4242734e-002" "" "2.5906974e-001"
"Subject 21" "WALKING_DOWNSTAIRS" "2.0198951e-001" "-4.5509765e-003" "-6.8593054e-002" "" "1.2083156e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "2.4443861e-001" "" "7.8976317e-003" "-8.4526313e-002" "" "1.7935074e-001"
"Subject 21" "WALKING_DOWNSTAIRS" "4.5859965e-001" "-6.0194201e-002" "-5.0947975e-002" "" "3.0765118e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "5.1638222e-001" "-5.2068443e-003" "" "1.3008071e-002" "" "2.8240168e-001"
"Subject 21" "WALKING_DOWNSTAIRS" "2.0290261e-001" "-4.1992669e-002" "-1.1115184e-001" "" "1.6997968e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "4.1945572e-001" "" "3.7352166e-002" "-1.3172862e-001" "" "3.6650877e-001"
"Subject 21" "WALKING_DOWNSTAIRS" "3.4255938e-001" "-9.0072450e-002" "-1.2011239e-001" "" "2.5298078e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "4.1135074e-001" "-4.3397462e-002" "-1.7744930e-001" "" "3.0051946e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "4.3451878e-001" "-7.9175140e-002" "-1.3709281e-001" "" "2.1057471e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "2.3966121e-001" "" "2.5556626e-002" "-1.2246159e-001" "" "1.8562353e-001"
"Subject 21" "WALKING_DOWNSTAIRS" "2.2237184e-001" "-3.5167169e-002" "-1.6461911e-001" "" "3.3248900e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "3.9942015e-001" "-4.3039698e-002" "-1.3000559e-001" "" "3.0712624e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "3.4456319e-001" "-4.7907730e-003" "-9.2225188e-002" "" "8.2229210e-002" ""
"Subject 21" "WALKING_DOWNSTAIRS" "4.0900157e-001" "-1.0253383e-002" "-1.1103867e-001" "" "2.3589396e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "5.9744704e-001" "-7.2118927e-003" "-6.0432332e-002" "" "2.2530320e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "2.2481717e-001" "" "5.5025921e-003" "-1.2629873e-001" "" "1.3398729e-001"
"Subject 21" "WALKING_DOWNSTAIRS" "1.9738150e-001" "" "4.1624252e-002" "-8.9887932e-002" "" "3.2962848e-001"
"Subject 21" "WALKING_DOWNSTAIRS" "2.6295540e-001" "" "1.0116625e-002" "-3.1550952e-002" "" "1.8734265e-001"
"Subject 21" "WALKING_DOWNSTAIRS" "4.4307648e-001" "-4.2983406e-003" "-8.0409661e-003" "-6.5904319e-002" "" "6.2392238e-002"
"Subject 21" "WALKING_DOWNSTAIRS" "3.8941542e-001" "" "1.7367947e-002" "" "3.7020393e-002" ""
"Subject 21" "WALKING_DOWNSTAIRS" "3.7752620e-001" "-1.8590038e-002" "-1.2865539e-001" "" "2.7178218e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "2.7179189e-001" "-1.1228981e-002" "-9.0044783e-002" "" "1.4787867e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "1.8402989e-001" "-4.4246104e-002" "-8.8211382e-002" "" "2.4460440e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "2.6088341e-001" "-4.4814456e-002" "-1.0552814e-001" "" "2.3588356e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "1.8254241e-001" "" "1.9311888e-003" "-1.1016763e-001" "" "3.0413282e-001"
"Subject 21" "WALKING_DOWNSTAIRS" "3.2596584e-001" "-9.4820058e-002" "-1.2225192e-001" "" "1.1384583e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "3.7980004e-001" "-1.7316160e-002" "-1.1504966e-001" "" "3.7237529e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "4.1667577e-001" "-5.9574524e-002" "-1.5888918e-001" "" "2.7450615e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "3.3773538e-001" "-6.7606752e-002" "-1.2188491e-001" "" "3.6168901e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "2.3892357e-001" "" "1.7705810e-002" "-1.4138316e-001" "" "6.5791020e-002"
"Subject 21" "WALKING_DOWNSTAIRS" "1.7965126e-001" "" "6.4376929e-002" "-6.8936817e-002" "" "1.8725490e-001"
"Subject 21" "WALKING_DOWNSTAIRS" "1.5947631e-001" "-1.3409862e-002" "-6.1203728e-002" "" "2.1311396e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "2.7434218e-001" "-9.0676213e-003" "-1.1833591e-001" "" "2.1701102e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "2.2950779e-001" "-2.2425296e-003" "-1.1099134e-001" "" "1.0614829e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "2.2760263e-001" "-4.1888815e-003" "-7.8903766e-002" "" "4.3643201e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "4.1390985e-001" "-9.7540141e-004" "-5.1339563e-002" "" "3.3732886e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "1.6862589e-001" "-1.1441907e-002" "-1.1640253e-001" "" "1.2042075e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "4.0343669e-001" "-4.3695932e-002" "-9.9911563e-002" "" "2.8630303e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "2.0495064e-001" "-4.3272858e-002" "-1.4607742e-001" "" "1.7866644e-001" ""
"Subject 21" "WALKING_DOWNSTAIRS" "2.2571228e-001" "-1.5722383e-002" "-1.0553341e-001" "" "9.5062899e-002" ""
"Subject 21" "WALKING_DOWNSTAIRS" "4.7209705e-001" "-7.0741099e-002" "-1.1185870e-001" "" "3.4102358e-001" ""
"Subject 21" "WALKING_UPSTAIRS" "2.5833456e-001" "" "4.1019846e-002" "-1.0322594e-001" "-1.7338475e-001" ""
"Subject 21" "WALKING_UPSTAIRS" "3.2398427e-001" "-4.7769424e-002" "-1.1114300e-001" "-2.5109090e-001" "-5.0515211e-003" "-1.2086863e-001"
"Subject 21" "WALKING_UPSTAIRS" "2.8127662e-001" "-2.6686733e-002" "-1.5970929e-001" "-2.6599358e-001" "-8.3343181e-002" "-2.4778221e-001"
"Subject 21" "WALKING_UPSTAIRS" "3.3545598e-001" "-7.7869732e-002" "-7.6108402e-002" "-2.6051667e-001" "" "4.0261307e-001"
